4500
-1350	-964
300	1946
-23	-285
2307	2324
298	-246
-651	948
224	518
262	635
1027	-532
-252	1355
2214	-186
1479	1947
487	-1279
1834	-483
2728	-1262
261	1990
2435	1038
-446	-348
2520	117
1376	1358
840	1573
2304	2586
417	2430
891	278
761	1008
2198	2642
-212	-400
2406	2646
1948	-926
2089	2426
-287	-644
756	-1335
-106	1956
37	837
2708	2690
895	2698
556	2468
1754	763
-483	-839
2559	1639
575	-1156
-946	2541
900	1778
-718	786
-284	-1307
2760	1697
185	2533
1787	-1043
2500	2154
1308	770
1205	275
2350	1512
2157	2473
152	72
-912	1458
1736	2740
-90	-305
443	2390
1587	288
576	2332
2265	620
1175	1540
1095	-97
2348	2148
559	-823
-109	1641
-966	1913
-83	-883
949	-380
1892	-370
480	-504
-1207	-705
339	2275
2034	1575
-87	561
1138	2635
1310	2080
2647	-701
2547	756
2366	361
1181	2269
-1083	1991
611	-564
2415	-1103
1247	-436
1921	2142
1663	-838
2222	-804
10	2121
-341	600
1692	1461
1108	1849
646	-678
489	-452
1434	575
2730	585
-175	395
2118	271
2058	-1256
2443	-1269
-122	-243
2158	1553
-792	778
2632	-1325
2315	2635
-390	2159
-972	-530
2149	272
1718	1515
897	1720
2486	1639
2717	190
1199	2526
567	222
-173	1599
991	375
1938	-844
517	-157
885	-290
-115	-385
382	1886
1723	982
2315	-1306
97	1867
1246	1785
2728	-272
-1084	-957
198	2656
-558	2629
598	2657
1473	-791
1334	1773
2498	1003
-130	-538
96	810
298	-1149
1725	-804
-504	2736
816	2425
1286	1822
-733	948
2044	866
1083	2477
-799	1391
148	307
1053	2128
1411	-829
-355	-490
955	2135
1800	1989
-1327	-665
-101	790
2470	1929
-477	-645
2132	2782
1386	2048
1692	1320
2585	1482
1887	1406
-159	120
2377	1534
2457	1085
2745	16
512	1361
1800	-910
-112	1986
2075	-1234
1254	622
-102	-1101
753	940
196	933
1071	2793
-343	-1389
196	-174
-1068	1048
-1341	2433
230	-864
-1332	-572
-953	353
1898	1160
201	1439
529	84
820	292
623	1739
-715	-626
134	217
-386	-623
1774	-530
1236	22
1589	-1010
-142	1530
-1207	-819
1244	1991
214	1961
335	1525
-559	649
-639	896
1505	580
2109	1101
-263	387
2271	1780
-244	1593
665	1808
-832	-302
-132	946
942	-223
459	-102
-490	2091
1320	-139
1274	-972
-385	2650
1959	2574
112	-100
1588	2422
-33	2701
2630	2375
-605	2541
-64	2369
-1134	433
2524	1357
1306	-528
2196	-156
2162	1436
639	-440
-4	2521
884	-1313
1401	2609
-1256	117
61	2564
752	1696
628	-742
1132	-329
1139	112
1353	793
289	208
-806	-278
2014	80
-617	1061
-1085	974
1228	-612
1803	-711
696	348
1636	-975
1535	1639
-1343	2486
1065	-635
-1141	-827
-960	2111
296	-646
-575	117
-988	-764
-894	2495
763	1743
2757	11
2794	-349
1373	2511
-1247	2685
2528	105
1598	2612
1330	1565
-499	-1173
1792	-558
-583	-822
2221	739
1675	2009
534	1114
-1155	-642
2610	2754
2673	820
-791	104
-781	837
-438	-49
837	1353
-228	1954
1156	2600
1481	1283
-286	50
783	126
-924	910
1229	-1043
1914	-1111
1260	1466
1630	-1174
-363	1862
-597	2178
-1031	2136
2734	131
61	1215
2665	320
1405	2528
-633	178
-801	1025
535	579
2667	474
2601	-1026
1355	1338
2793	-575
881	1974
-1278	2098
410	1272
131	2180
239	1327
2083	1808
1773	871
322	-1313
810	1871
1109	371
-387	651
-470	1875
-914	1675
-879	2347
2462	669
-321	-504
893	1632
569	1789
-966	2093
2629	1129
359	671
1990	742
503	2645
2463	980
-732	707
-299	-523
191	111
1722	11
-1039	-365
32	309
-421	1154
325	2554
-1366	-826
2111	1884
-925	2129
1956	847
1855	1506
2717	-221
2402	-1230
509	2238
1588	-255
-911	1369
2793	-862
1121	71
765	-188
1105	-672
-94	929
-212	1803
1227	419
1167	-887
1798	-1305
2581	1343
767	-526
320	-1322
2415	1985
1327	1089
-1399	55
1940	962
817	1578
2550	2758
1145	500
-429	112
-457	-1162
-1390	2125
168	275
1903	2508
765	1916
-693	2234
1270	1184
-51	2036
2105	-1259
-1145	-1262
2609	873
274	1762
-654	-1374
1593	1487
1047	2322
2532	-917
1758	1640
419	1339
1873	704
-1326	2753
1088	2221
983	202
329	809
-823	2085
169	1911
440	1650
2694	-926
-1046	2446
2207	1698
-456	1924
-380	1554
-348	-122
810	736
2412	1709
-939	1255
-854	2645
-188	1510
1380	233
1950	451
-390	1748
539	507
2790	1288
-864	-1069
2726	167
-822	2270
869	-1124
178	2555
-562	1340
766	2506
2211	-979
-1326	1415
-1373	-19
2529	208
2758	1636
-207	2669
1196	801
487	2018
-73	1149
2621	-1323
1003	229
1135	110
-1221	1879
-589	1293
447	1474
899	398
1269	89
2498	2506
-742	-193
2067	2289
-1228	1541
-1147	498
988	-569
-875	1492
2092	875
-331	-160
1581	1739
693	1495
-908	-653
196	900
1357	-727
2153	-747
1239	-709
2317	2775
408	2644
2633	2559
2267	133
1966	922
-761	1035
1673	2685
1330	28
-586	1491
2041	750
-363	-1113
1514	490
-606	270
2490	-193
1544	2228
-301	2417
232	998
1544	1969
443	-936
2225	2278
11	102
2562	2328
2614	389
2523	-1098
-1060	749
-56	41
-312	902
-1245	-1292
585	2473
2700	-151
1130	1004
-960	1419
1192	-174
-790	-247
831	959
-368	-120
2797	2498
-811	2296
-379	-1114
-765	2141
700	2706
244	2039
1700	906
1674	1088
918	-606
-1388	2770
1206	815
1198	770
392	-961
245	2515
-622	1139
-1078	518
1452	1344
1670	-652
660	1230
597	1831
463	1908
2049	931
-584	1189
2051	2072
-691	1630
522	2416
1278	1887
576	983
2291	1410
787	1048
-895	-641
852	-871
-1040	851
-1139	2283
554	516
1548	2184
534	-793
-601	-1280
959	-73
338	913
1905	538
1148	356
2436	2219
-793	2756
1152	2654
-693	-649
-366	2518
1474	2602
2297	2334
1325	390
-881	-246
-199	1766
-561	109
-549	114
1953	-546
2427	43
-133	-94
-570	-662
1715	1160
310	-28
2628	-919
332	-1309
-1297	-722
572	1320
2293	1227
793	211
2368	-1327
-21	553
-198	1405
2380	-581
2025	1237
2589	100
389	-1198
-1149	270
-1021	-45
2357	-66
-183	352
2401	2072
2542	2265
-719	506
1349	903
2482	2235
483	2777
-1044	626
-303	1811
2410	2686
-1162	87
-823	-962
1804	728
696	1240
992	1324
1427	55
-518	628
2749	2458
2062	-1265
-196	2418
2248	-704
2194	-552
-4	2083
2540	-24
1502	1147
-136	-1080
1857	-650
1573	1168
1170	883
2754	-1017
-1189	1204
-352	2572
1970	2597
2651	101
2693	-176
759	-67
2025	2309
1279	-457
-735	-950
-827	1580
-569	485
-605	64
-1080	1405
-574	-164
2392	491
2673	2717
1398	-405
608	1231
1848	1401
-61	2246
1515	1158
-180	-44
-437	165
-74	-466
-1087	1513
-673	2680
1281	696
2777	2709
1592	-947
-54	956
-995	2395
-169	149
33	-882
1702	-234
2286	1142
602	987
2670	931
-101	2150
966	1828
-212	-1177
24	1950
-853	2544
-947	1917
318	-31
2101	720
25	-86
-301	1628
693	2290
1544	368
-272	1814
893	277
620	507
489	604
989	-1272
2769	1354
1101	-84
499	1857
999	1614
487	2649
-285	2145
2585	700
-591	1997
2159	840
-795	637
1032	2637
1782	904
2611	849
775	713
2118	-581
-529	2348
740	718
338	2498
-1179	766
2670	-379
-325	222
-652	216
1580	1257
-320	-341
1230	455
1688	-467
-1065	-728
-494	1614
400	1991
-424	2148
1463	804
-444	-350
-455	282
1804	1780
196	-1188
-1315	-505
1821	1493
-372	-793
-283	544
1903	-737
2294	192
2199	471
843	2177
2299	-799
293	176
1618	-540
610	119
-203	-506
2062	1500
2169	1114
331	-980
1141	1883
-736	1678
2490	989
2512	-1287
608	1763
2253	254
-27	-794
-1236	818
671	-246
-872	2296
691	2192
712	1439
1711	2357
-1389	-1150
1241	1307
2763	-954
2672	130
-904	2399
2505	219
2235	1589
-99	85
-1144	653
2534	1659
-1349	1663
1285	2092
2639	-1172
2756	666
-328	-576
1543	536
233	751
2364	-810
-1371	-346
1190	400
-474	-919
-817	2065
2117	1956
2189	2350
1998	807
1960	1245
2404	1180
1348	2646
457	1558
1636	1787
-1222	-776
2387	1029
4	1439
2149	1595
116	1964
2683	2435
2674	-234
-689	643
1194	1251
-871	1136
-1384	1667
2262	1317
2068	168
1427	-736
2501	-1321
-730	453
1758	2539
-955	-363
683	1500
567	-168
-416	-1354
1144	2774
155	251
1793	-1294
1715	-407
676	-655
-160	2030
-307	-522
874	2310
-237	560
2738	1193
2292	357
-404	130
1215	-352
300	-190
1381	-776
2624	1891
-1013	1409
175	-1034
1435	-851
2098	-961
862	1386
1777	2222
-66	2043
-47	1935
2481	1827
-983	-779
2255	2239
-45	2079
1032	-22
-273	1197
1739	-1168
1793	-1249
2538	-420
2648	966
1291	2329
-961	1128
205	1857
-399	-136
1990	-761
879	-684
2193	1298
-847	-1356
-353	472
1735	1252
-1356	-319
-884	-330
130	-32
1092	142
-405	-981
2627	594
-713	2601
1517	650
1517	1689
-1060	-510
2618	2064
699	-276
1883	2033
2570	2610
2533	600
-565	2052
-1295	2629
-1363	726
2429	1860
-469	-1321
751	1896
226	821
119	-727
2363	268
2320	1947
-681	-901
1385	2576
436	698
-280	258
-861	928
1860	2351
1953	135
1946	1552
-160	1385
1584	2200
1726	-338
1372	-393
-378	885
1938	537
-1238	336
-152	2073
1553	-904
2490	-465
-1225	-1041
-1288	1437
1112	514
817	308
-667	1624
844	19
212	2170
1292	2358
256	18
1730	491
-1245	2286
1724	-800
2402	301
-217	-82
2536	-954
2025	1632
410	389
1783	-235
-135	328
-1051	-5
-482	2377
2364	44
1986	203
-343	-961
1976	2662
161	2055
-214	2441
1941	-660
-307	1672
1101	363
-985	10
623	582
1974	1176
2581	-660
-1274	536
1760	1076
2592	1799
-573	2583
1289	2372
-354	598
-121	1936
2238	2092
-1199	-826
1246	836
-299	1099
896	2264
530	-541
398	-1252
1043	-1006
555	-103
1500	2244
36	2130
2427	2434
-1098	630
922	809
2698	1645
2584	487
484	-316
2749	1999
1083	-987
-1335	714
788	1057
-308	-1246
2071	2203
359	1084
1309	843
-622	2319
1693	-537
2066	-491
1388	2318
588	1596
341	2010
644	1405
-957	183
2097	-461
2563	733
-459	838
-137	196
2532	2538
-913	-638
2452	1719
-1385	-634
2346	1678
779	-1018
1348	-1249
2150	1004
1553	1688
2273	2306
-561	-580
-822	-693
2717	2590
2704	-386
827	1293
2169	2721
840	-585
2531	582
2025	1343
-344	-722
-278	-1339
